Timestamp,User Count,Type,Name,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%,Total Request Count,Total Failure Count,Total Median Response Time,Total Average Response Time,Total Min Response Time,Total Max Response Time,Total Average Content Size
1764198001,20,,Aggregated,8.200000,0.000000,500,610,700,790,990,1300,1600,1700,1700,1700,1700,213,0,370.0,476.0443807508252,108.0587999895215,3204.7192999889376,558080.9765258216
1764198002,20,POST,/predict,8.100000,0.000000,510,670,800,840,990,1300,1600,1700,1700,1700,1700,224,0,380.0,480.11163883899957,108.0587999895215,3204.7192999889376,558117.7544642857
1764198002,20,,Aggregated,8.100000,0.000000,510,670,800,840,990,1300,1600,1700,1700,1700,1700,224,0,380.0,480.11163883899957,108.0587999895215,3204.7192999889376,558117.7544642857
1764198003,20,POST,/predict,8.000000,0.000000,500,670,800,820,990,1300,1600,1700,1700,1700,1700,232,0,360.0,471.21760646518067,108.0587999895215,3204.7192999889376,558124.9525862068
1764198003,20,,Aggregated,8.000000,0.000000,500,670,800,820,990,1300,1600,1700,1700,1700,1700,232,0,360.0,471.21760646518067,108.0587999895215,3204.7192999889376,558124.9525862068
1764198004,20,POST,/predict,8.000000,0.000000,450,620,790,840,990,1300,1600,1700,1700,1700,1700,241,0,330.0,461.9208850619007,108.0587999895215,3204.7192999889376,558355.6804979253
1764198004,20,,Aggregated,8.000000,0.000000,450,620,790,840,990,1300,1600,1700,1700,1700,1700,241,0,330.0,461.9208850619007,108.0587999895215,3204.7192999889376,558355.6804979253
1764198005,20,POST,/predict,7.700000,0.000000,490,630,790,840,990,1300,1600,1700,1700,1700,1700,250,0,350.0,461.3229787996388,108.0587999895215,3204.7192999889376,558383.244
1764198005,20,,Aggregated,7.700000,0.000000,490,630,790,840,990,1300,1600,1700,1700,1700,1700,250,0,350.0,461.3229787996388,108.0587999895215,3204.7192999889376,558383.244
1764198006,20,POST,/predict,7.900000,0.000000,450,630,790,840,990,1300,1600,1700,1700,1700,1700,257,0,350.0,455.4280136183157,108.0587999895215,3204.7192999889376,558523.6147859922
1764198006,20,,Aggregated,7.900000,0.000000,450,630,790,840,990,1300,1600,1700,1700,1700,1700,257,0,350.0,455.4280136183157,108.0587999895215,3204.7192999889376,558523.6147859922
1764198007,20,POST,/predict,7.700000,0.000000,450,660,800,860,990,1300,1600,1700,1700,1700,1700,266,0,360.0,462.6175507515668,108.0587999895215,3204.7192999889376,558580.462406015
1764198007,20,,Aggregated,7.700000,0.000000,450,660,800,860,990,1300,1600,1700,1700,1700,1700,266,0,360.0,462.6175507515668,108.0587999895215,3204.7192999889376,558580.462406015
1764198008,20,POST,/predict,7.800000,0.000000,450,540,630,760,880,990,1000,1200,1200,1200,1200,274,0,370.0,463.1476689777575,108.0587999895215,3204.7192999889376,558573.1131386862
1764198008,20,,Aggregated,7.800000,0.000000,450,540,630,760,880,990,1000,1200,1200,1200,1200,274,0,370.0,463.1476689777575,108.0587999895215,3204.7192999889376,558573.1131386862
1764198009,20,POST,/predict,7.700000,0.000000,360,460,540,630,830,890,930,1000,1000,1000,1000,282,0,360.0,456.4972712762273,108.0587999895215,3204.7192999889376,558819.2482269504
